Famille de substances,Groupe,Aliment,Type,Unité,Nom Substance,Substance,LB,UB,MB
Contaminants inorg et minéraux,Légumes (hors pomme de terre),concombre,R,µg/g,Zinc,Zn,0.9492727272727273,0.9492727272727273,0.9492727272727273
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Argent,Ag,0.0461875,0.0698125,0.0475
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Aluminium,Al,1.2786875,1.2934375,1.2270625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Arsenic,As,0.00825625,0.01044375,0.007475
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Baryum,Ba,0.12406249999999999,0.12406249999999999,0.115625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Calcium,Ca,193.4375,193.4375,193.4375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Cadmium,Cd,0.0014478124999999999,0.0014790625,0.0014634375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Cobalt,Co,0.006663125,0.006663125,0.006663125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Chromium,Cr,0.07609375,0.07609375,0.07609375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Cuivre,Cu,0.8468125,0.8468125,0.8468125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Fer,Fe,3.22,3.22,3.22
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Germanium,Ge,0.000375,0.0016875,0.00084375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Potassium,K,3840.9375,3840.9375,3840.9375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Lithium,Li,0.017773125,0.017804375,0.01778875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Magnésium,Mg,222.89375,222.89375,222.89375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Manganese,Mn,0.8906875,0.8906875,0.8906875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Molybdène,Mo,0.0651625,0.0651625,0.0651625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Sodium,Na,136.4125,136.4125,135.025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Nickel,Ni,0.08885625,0.0905125,0.086371875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Plomb,Pb,0.00451375,0.0049825,0.003185625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Antimoine,Sb,0.0004953333333333333,0.0007620000000000001,0.000462
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Etain,Sn,0.004454375,0.004829375,0.004079375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Strontium,Sr,1.3571875,1.3571875,1.3571875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Tellure,Te,0.00022437500000000002,0.001099375,0.000599375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Vanadium,V,0.02223125,0.02598125,0.019106249999999998
Contaminants inorg et minéraux,Légumes (hors pomme de terre),courgette,R,µg/g,Zinc,Zn,2.1978125,2.1978125,2.1978125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Argent,Ag,0.008400000000000001,0.046200000000000005,0.023100000000000002
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Aluminium,Al,1.1268,1.1268,1.1032
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Arsenic,As,0.020550000000000002,0.020550000000000002,0.020550000000000002
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Baryum,Ba,0.18109999999999998,0.18109999999999998,0.18109999999999998
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Calcium,Ca,286.4,286.4,286.4
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Cadmium,Cd,0.02779,0.02779,0.02779
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Cobalt,Co,0.0036720000000000004,0.0036720000000000004,0.003572
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Chromium,Cr,0.22441,0.22441,0.22441
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Cuivre,Cu,0.6906000000000001,0.6906000000000001,0.6906000000000001
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Fer,Fe,2.891,2.891,2.891
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Germanium,Ge,0.0015140000000000002,0.002264,0.001289
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Potassium,K,3145.0,3145.0,3145.0
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Lithium,Li,0.005111,0.005161,0.005136
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Magnésium,Mg,120.22999999999999,120.22999999999999,120.22999999999999
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Manganese,Mn,1.0975,1.0975,1.0975
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Molybdène,Mo,0.017169999999999998,0.01827,0.01607
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Sodium,Na,4474.0,4474.0,4474.0
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Nickel,Ni,0.10777,0.10777,0.10511999999999999
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Plomb,Pb,0.011519,0.011519,0.011269
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Antimoine,Sb,0.0002,0.0006000000000000001,0.00030000000000000003
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Etain,Sn,0.013593,0.013892999999999999,0.013593
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Strontium,Sr,1.625,1.625,1.625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Tellure,Te,0.000386,0.001186,0.000686
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Vanadium,V,0.04594,0.04594,0.04394
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri,R,µg/g,Zinc,Zn,2.153,2.153,2.153
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Argent,Ag,0.042,0.063,0.0315
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Aluminium,Al,0.9215,0.9215,0.9215
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Arsenic,As,0.01725,0.01725,0.01725
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Baryum,Ba,0.133,0.133,0.133
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Calcium,Ca,259.0,259.0,259.0
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Cadmium,Cd,0.0212,0.0212,0.0212
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Cobalt,Co,0.002655,0.002655,0.002655
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Chromium,Cr,0.2705,0.2705,0.2705
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Cuivre,Cu,0.6065,0.6065,0.6065
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Fer,Fe,2.38,2.38,2.38
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Germanium,Ge,0.0,0.0015,0.00075
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Potassium,K,3425.0,3425.0,3425.0
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Lithium,Li,0.007065,0.007065,0.007065
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Magnésium,Mg,112.5,112.5,112.5
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Manganese,Mn,0.8955,0.8955,0.8955
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Molybdène,Mo,0.01745,0.01745,0.01745
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Sodium,Na,4900.0,4900.0,4900.0
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Nickel,Ni,0.06925,0.06925,0.06925
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Plomb,Pb,0.012559999999999998,0.012559999999999998,0.012559999999999998
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Antimoine,Sb,0.000354,0.0006039999999999999,0.000479
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Etain,Sn,0.00648,0.00648,0.00648
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Strontium,Sr,1.92,1.92,1.92
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Tellure,Te,0.0,0.001,0.0005
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Vanadium,V,0.03055,0.03055,0.03055
Contaminants inorg et minéraux,Légumes (hors pomme de terre),céleri rave,R,µg/g,Zinc,Zn,1.795,1.795,1.795
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Argent,Ag,0.01575,0.049875,0.0249375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Aluminium,Al,1.387625,1.446625,1.358125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Arsenic,As,0.006350000000000001,0.00885,0.005412500000000001
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Baryum,Ba,0.082125,0.09056249999999999,0.061031249999999995
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Calcium,Ca,238.9375,238.9375,238.9375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Cadmium,Cd,0.006589375,0.006589375,0.006589375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Cobalt,Co,0.00335625,0.00335625,0.00323125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Chromium,Cr,0.065675,0.065675,0.065675
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Cuivre,Cu,0.50525,0.50525,0.50525
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Fer,Fe,1.3846875,1.3846875,1.3846875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Germanium,Ge,0.0005625000000000001,0.00178125,0.000890625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Potassium,K,1851.25,1851.25,1851.25
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Lithium,Li,0.002515625,0.002546875,0.00246875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Magnésium,Mg,126.0875,126.0875,126.0875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Manganese,Mn,0.9764375000000001,0.9764375000000001,0.9764375000000001
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Molybdène,Mo,0.01726875,0.01795625,0.01726875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Sodium,Na,19.9,19.9,19.9
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Nickel,Ni,0.08540625,0.0870625,0.082921875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Plomb,Pb,0.002815,0.00453375,0.003205625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Antimoine,Sb,0.0005,0.0008333333333333334,0.0005333333333333334
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Etain,Sn,0.008916875,0.009198125,0.00858875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Strontium,Sr,0.326,0.326,0.326
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Tellure,Te,0.00025,0.0011250000000000001,0.0005625000000000001
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Vanadium,V,0.015375,0.020375,0.0135
Contaminants inorg et minéraux,Légumes (hors pomme de terre),endive,R,µg/g,Zinc,Zn,1.8854375,1.8854375,1.8854375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Argent,Ag,0.0428125,0.0690625,0.045437500000000006
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Aluminium,Al,2.471875,2.471875,2.471875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Arsenic,As,0.011287499999999999,0.012225,0.01019375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Baryum,Ba,0.5451875,0.5451875,0.5451875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Calcium,Ca,553.125,553.125,553.125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Cadmium,Cd,0.00388375,0.00388375,0.00388375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Cobalt,Co,0.00737875,0.00737875,0.00737875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Chromium,Cr,0.12013125000000001,0.12013125000000001,0.12013125000000001
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Cuivre,Cu,0.8079375,0.8079375,0.8079375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Fer,Fe,5.988125,5.988125,5.988125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Germanium,Ge,0.00075,0.001875,0.00103125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Potassium,K,1742.5,1742.5,1742.5
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Lithium,Li,0.02335,0.02338125,0.023365625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Magnésium,Mg,223.125,223.125,223.125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Manganese,Mn,1.893125,1.893125,1.893125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Molybdène,Mo,0.12304999999999999,0.12304999999999999,0.12304999999999999
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Sodium,Na,1528.625,1528.625,1528.625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Nickel,Ni,0.1789625,0.1789625,0.1789625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Plomb,Pb,0.0075875000000000005,0.0075875000000000005,0.00665
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Antimoine,Sb,0.0010945625,0.0013445625,0.0010945625
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Etain,Sn,0.14865625000000002,0.14865625000000002,0.14865625000000002
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Strontium,Sr,1.556875,1.556875,1.556875
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Tellure,Te,0.00050125,0.00125125,0.00075125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Vanadium,V,0.028825,0.02945,0.0266375
Contaminants inorg et minéraux,Légumes (hors pomme de terre),haricot,R,µg/g,Zinc,Zn,2.0125,2.0125,2.0125
Contaminants inorg et minéraux,Légumes (hors pomme de terre),"haricot mungo, ""germe de soja""",N,µg/g,Argent,Ag,0.248,0.248,0.22699999999999998
Contaminants inorg et minéraux,Légumes (hors pomme de terre),"haricot mungo, ""germe de soja""",N,µg/g,Aluminium,Al,0.7565,0.7565,0.7565
Contaminants inorg et minéraux,Légumes (hors pomme de terre),"haricot mungo, ""germe de soja""",N,µg/g,Arsenic,As,0.01615,0.01615,0.01365
Contaminants inorg et minéraux,Légumes (hors pomme de terre),"haricot mungo, ""germe de soja""",N,µg/g,Baryum,Ba,0.1805,0.1805,0.1805
Contaminants inorg et minéraux,Légumes (hors pomme de terre),"haricot mungo, ""germe de soja""",N,µg/g,Calcium,Ca,133.5,133.5,133.5
Contaminants inorg et minéraux,Légumes (hors pomme de terre),"haricot mungo, ""germe de soja""",N,µg/g,Cadmium,Cd,0.009275,0.009275,0.009275
Contaminants inorg et minéraux,Légumes (hors pomme de terre),"haricot mungo, ""germe de soja""",N,µg/g,Cobalt,Co,0.004435,0.004435,0.003935
Contaminants inorg et minéraux,Légumes (hors pomme de terre),"haricot mungo, ""germe de soja""",N,µg/g,Chromium,Cr,0.01,0.015,0.0075
Contaminants inorg et minéraux,Légumes (hors pomme de terre),"haricot mungo, ""germe de soja""",N,µg/g,Cuivre,Cu,0.474,0.474,0.474
Contaminants inorg et minéraux,Légumes (hors pomme de terre),"haricot mungo, ""germe de soja""",N,µg/g,Fer,Fe,2.6,2.6,2.6
Contaminants inorg et minéraux,Légumes (hors pomme de terre),"haricot mungo, ""germe de soja""",N,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Légumes (hors pomme de terre),"haricot mungo, ""germe de soja""",N,µg/g,Germanium,Ge,0.0015,0.0022500000000000003,0.0011250000000000001
Contaminants inorg et minéraux,Légumes (hors pomme de terre),"haricot mungo, ""germe de soja""",N,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Légumes (hors pomme de terre),"haricot mungo, ""germe de soja""",N,µg/g,Potassium,K,315.0,315.0,315.0
Contaminants inorg et minéraux,Légumes (hors pomme de terre),"haricot mungo, ""germe de soja""",N,µg/g,Lithium,Li,0.007765,0.007765,0.007765
Contaminants inorg et minéraux,Légumes (hors pomme de terre),"haricot mungo, ""germe de soja""",N,µg/g,Magnésium,Mg,75.3,75.3,75.3
Contaminants inorg et minéraux,Légumes (hors pomme de terre),"haricot mungo, ""germe de soja""",N,µg/g,Manganese,Mn,0.394,0.394,0.394
